A2:GROUP,B3:AGE,B5:SEX,B6:M-STATUS,B7:EDUCATION,B8:Household Size,C1:TOT_INCOME/A,C2:INCOME/B/FISH,C4:INCOME/B/ALT,D1.1:A_BIKE,D1.2:A_MOTORC,D1.3:A_TRICYCLE,D1.4:A_CAR,D1.5:A_JEEP,D1.6:A_TRUCK,D1.7:A_OTHERS,D2.1:A_TV,D2.2:A_DVD,D2.3:A_WASH-M,D2.4:A_AC,D2.5:A_E-FAN,D2.6:A_FRIDGE,D2.7:A_STOVE,D2.8:A_E-HEATER,D2.9:A_FURNITURE,D2.10:A_OTHERS,D3.1:A_CP,D3.2:A_LANDLINE,D3.3:A_COMPUTER,D3.4:A_OTHERS,E1:A_DRINK-H2O,E2:A_DOMESTIC-H2O,E3:A_POWER-SUP,E4:A_COOK-FUEL,E5:A_NET-SUBS,F1:A_HOUSE-OWN,F2:A_HOUSE-ACQ,F3:A_HOUSE-BUILT,F4:A_OTHER-RP,G1:A_SSS,G2:A_GSIS,G3:A_PhilHealth,G4:A_PN-IN,G5:A_LIFE-IN,G6:A_HEALTH-IN,D1.1:B_BIKE,D1.2:B_MOTORC,D1.3:B_TRICYCLE,D1.4:B_CAR,D1.5:B_JEEP,D1.6:B_TRUCK,D1.7:B_OTHERS,D2.1:B_TV,D2.2:B_DVD,D2.3:B_WASH-M,D2.4:B_AC,D2.5:B_E-FAN,D2.6:B_FRIDGE,D2.7:B_STOVE,D2.8:B_E-HEATER,D2.9:B_FURNITURE,D2.10:B_OTHERS,D3.1:B_CP,D3.2:B_LANDLINE,D3.3:B_COMPUTER,D3.4:B_OTHERS,E1:B_DRINK-H2O,E2:B_DOMESTIC-H2O,E3:B_POWER-SUP,E4:B_COOK-FUEL,E5:B_NET-SUBS,F1:B_HOUSE-OWN,F2:B_HOUSE-ACQ,F3:B_HOUSE-BUILT,F4:B_OTHER-RP,G1:B_SSS,G2:B_GSIS,G3:B_PhilHealth,G4:B_PN-IN,G5:B_LIFE-IN,G6:B_HEALTH-IN,H1:4Ps,H2:RET_P,H3:SPES,H4:AL_P,H5:TBE,H6:F_PC,H7:AS_P,H8:E/CW_P,I1:FD_Y,I2:A/C_M,I3:???,I4:TFA,I5:TFV,I6.1:GN,I6.2:FT,I6.3:PPN,I6.4:H&L,I6.5:OTHERS,I7.1:LIFE_J,I7.2:LIFE_B,I7.3:F_LIGHT,I7.4:CP,I7.5:OTHERS,I8.1:BAD_W,I8.2:FISH_R,I8.3:BOAT_P,I8.4:FISH_COMP,I8.5:OTHERS,Y_BOAT-RE,NY_W/BOAT,BOAT_COND,J1:BOAT_AGREE,J2:BOAT_TYPE,J3:BOAT_DESIGN,J4:BOAT_COND,J4: REASON-NO,J5.1,J5.2,J5.3,J5.4,J5.5,J5.6,J5.7,J6.1,J6.2,J6.3,J6.4,J6.5,J6.6,J7.1,J7.2,J7.3,J7.4,J7.5
NON BENEFICIARY,49,Male,Livedin,College,1-3 members,10K,10K,10K,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Meron,Wala,Meron,Wala,Wala,Wala,Gripo,Balon,Komersyal,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Bahay lang,Oo,Hindi,Oo,Oo,Hindi,Hindi,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Meron,Wala,Meron,Wala,Wala,Wala,Gripo,Balon,Iba pa,Uling,Hindi,Iba pa,Inutang/Hulugan,"Dalawang palapag, gawa sa bato/semento",Bahay lang,Oo,Hindi,Oo,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,Hindi,Hindi,Oo,Mahigit 10 taon,Hindi,0,Ang artisinal o tradisyunal na pangingisda,Maliit na motorisadong bangka na may mababang makina,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,45,Male,Married,High School,1-3 members,10K,10K,10K,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Meron,Wala,Meron,Meron,Meron,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Iba pa,Komersyal,Uling,Oo,Iba pa,Minana,"Isang palapag (bungalow), gawa sa bato/semento",Bahay lang,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Meron,Wala,Meron,Meron,Meron,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Komersyal,Kahoy,Hindi,Iba pa,Minana,"Isang palapag (bungalow), gawa sa bato/semento",Bahay lang,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Mahigit 10 taon,"Oo, tukuyin",3,Ang artisinal o tradisyunal na pangingisda,Maliit na motorisadong bangka na may mababang makina,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,32,Male,Single,High School,4-6 members,10K to 20K,10K, 20K to 30K,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Meron,Meron,Wala,Meron,Wala,Meron,Wala,Wala,Wala,Gripo,Balon,Komersyal,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Bahay lang,Hindi,Hindi,Oo,Hindi,Hindi,Hindi,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Meron,Meron,Meron,Meron,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Iba pa,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Bahay lang,Oo,Hindi,Oo,Oo,Oo,Oo,Oo,Oo,Oo,Oo,Oo,Oo,Oo,Oo,Mahigit 10 taon,Hindi,0,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,57,Female,Married,High School,4-6 members,10K,10K,10K,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Balon,Komersyal,Uling,Hindi,Iba pa,Inutang/Hulugan,"Dalawang palapag, gawa sa bato/semento",Iba pa,Hindi,Oo,Oo,Hindi,Hindi,Hindi,Wala,Meron,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Balon,Iba pa,Uling,Hindi,Iba pa,Inutang/Hulugan,"Dalawang palapag, gawa sa bato/semento",Iba pa,Hindi,Oo,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,Oo,Hindi,Oo,Mahigit 10 taon,Hindi,0,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,46,Male,Married,Elementary,7-9 members,10K,10K,10K,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Balon,Water district,Komersyal,Uling,Hindi,Iba pa,Minana,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Water district,Iba pa,Uling,Hindi,Iba pa,Minana,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,Hindi,1 hanggang 5 years,Hindi,0,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,46,Male,Married,High School,4-6 members,10K to 20K,10K to 20K,10K,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Wala,Meron,Wala,Wala,Wala,Mineral water,Balon,Komersyal,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Iba pa,Hindi,Hindi,Oo,Oo,Oo,Oo,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Meron,Wala,Meron,Wala,Wala,Wala,Meron,Wala,Meron,Wala,Meron,Wala,Iba pa,Balon,Iba pa,Uling,Oo,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Iba pa,Hindi,Hindi,Oo,Oo,Oo,Oo,Hindi,Hindi,Oo,Oo,Hindi,Oo,Oo,Oo,Mahigit 10 taon,Hindi,0,Ang artisinal o tradisyunal na pangingisda,Maliit na motorisadong bangka na may mababang makina,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,43,Male,Married,High School,4-6 members,10K,10K to 20K,10K to 20K,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Gripo,Balon,Komersyal,Uling,Hindi,Iba pa,Minana,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Oo,Hindi,Oo,Oo,Oo,Oo,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Minana,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Hindi,Hindi,Oo,Oo,Oo,Oo,Oo,Hindi,Hindi,Oo,Oo,Oo,Hindi,Oo,Mahigit 10 taon,Hindi,0,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,46,Female,Married,College,4-6 members,10K,10K,10K,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Meron,Wala,Meron,Meron,Meron,Wala,Meron,Wala,Meron,Wala,Wala,Wala,Balon,Balon,Komersyal,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Iba pa,Oo,Hindi,Hindi,Oo,Oo,Oo,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Meron,Meron,Wala,Meron,Meron,Wala,Meron,Wala,Wala,Wala,Balon,Balon,Iba pa,Uling,Oo,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Iba pa,Oo,Hindi,Hindi,Oo,Oo,Oo,Hindi,Hindi,Hindi,Oo,Oo,Oo,Oo,Oo,Mahigit 10 taon,"Oo, tukuyin",1,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,30,Male,Livedin,High School,1-3 members,10K,10K,10K,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Balon,Balon,Wala,Uling,Hindi,Iba pa,Minana,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Oo,Hindi,Oo,Oo,Oo,Oo,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Wala,Wala,Meron,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Balon,Iba pa,Uling,Hindi,Iba pa,Minana,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Hindi,Hindi,Oo,Oo,Oo,Oo,Hindi,Hindi,Hindi,Oo,Hindi,Oo,Hindi,Oo,Mahigit 10 taon,"Oo, tukuyin",1,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,42,Female,Married,Elementary,≥10 members,10K,10K,10K,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Gripo,Balon,Komersyal,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Bahay lang,Hindi,Hindi,Oo,Oo,Oo,Oo,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Balon,Iba pa,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Bahay lang,Hindi,Hindi,Oo,Oo,Oo,Oo,Oo,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,Oo,Mahigit 10 taon,"Oo, tukuyin",2,Ang artisinal o tradisyunal na pangingisda,Maliit na motorisadong bangka na may mababang makina,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,37,Male,Livedin,High School,4-6 members,10K,10K,10K,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Iba pa,Iba pa,Uling,Hindi,Renta,0,"Isang palapag (bungalow), gawa sa bato/semento",0,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Iba pa,Iba pa,Uling,Hindi,Renta,0,"Isang palapag (bungalow), gawa sa bato/semento",0,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,1 hanggang 5 years,Hindi,0,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,71,Male,Married,High School,4-6 members,10K,10K,10K,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Binayaran sa halaga,"Dalawang palapag, gawa sa bato/semento",Iba pa,Oo,Hindi,Oo,Hindi,Hindi,Hindi,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Binayaran sa buong halaga,"Dalawang palapag, gawa sa bato/semento",Iba pa,Oo,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Mahigit 10 taon,"Oo, tukuyin",1,Ang artisinal o tradisyunal na pangingisda,Maliit na motorisadong bangka na may mababang makina,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,37,Male,Married,High School,4-6 members,10K to 20K,10K to 20K,10K,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Iba pa,Iba pa,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Iba pa,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Meron,Wala,Meron,Meron,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Iba pa,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,6 hanggang 10 taon,"Oo, tukuyin",1,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,63,Male,Married,High School,4-6 members,10K,10K,10K,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Iba pa,Iba pa,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Iba pa,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Iba pa,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Mahigit 10 taon,"Oo, tukuyin",1,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,39,Male,Married,High School,4-6 members,10K,10K,10K,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Iba pa,Iba pa,Uling,Hindi,Iba pa,Binayaran sa halaga,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Oo,Hindi,Oo,Hindi,Hindi,Hindi,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Binayaran sa buong halaga,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Oo,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,6 hanggang 10 taon,"Oo, tukuyin",1,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,24,Male,Single,College,4-6 members,10K,10K,10K,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Meron,Wala,Meron,Meron,Meron,Wala,Meron,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Minana,Bahay kubo/ di sementado / iba pa,Bahay lang,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Meron,Wala,Meron,Meron,Meron,Wala,Meron,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Iba pa,Hindi,Iba pa,Minana,Bahay kubo/ di sementado / iba pa,Bahay lang,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,1 hanggang 5 years,Hindi,0,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,51,Female,Married,High School,7-9 members,10K,10K,10K,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Meron,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Iba pa,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Meron,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Minana,"Dalawang palapag, gawa sa bato/semento",Iba pa,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,1 hanggang 5 years,"Oo, tukuyin",1,Ang artisinal o tradisyunal na pangingisda,Maliit na motorisadong bangka na may mababang makina,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,25,Female,Livedin,High School,1-3 members,10K,10K,10K,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Binayaran sa halaga,"Dalawang palapag, gawa sa bato/semento",Iba pa,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Binayaran sa buong halaga,"Dalawang palapag, gawa sa bato/semento",Iba pa,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,1 hanggang 5 years,"Oo, tukuyin",1,Ang artisinal o tradisyunal na pangingisda,Maliit na motorisadong bangka na may mababang makina,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,44,Female,Married,College,4-6 members,10K,10K,10K,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Binayaran sa halaga,"Dalawang palapag, gawa sa bato/semento",0,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Binayaran sa buong halaga,"Dalawang palapag, gawa sa bato/semento",0,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,6 hanggang 10 taon,"Oo, tukuyin",2,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,63,Male,Married,Elementary,4-6 members,10K,10K,10K,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Wala,Balon,Iba pa,Iba pa,Uling,Hindi,Iba pa,Binayaran sa halaga,"Dalawang palapag, gawa sa bato/semento",Iba pa,Oo,Hindi,Oo,Hindi,Hindi,Hindi,Meron,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Iba pa,Uling,Hindi,Iba pa,Binayaran sa buong halaga,"Dalawang palapag, gawa sa bato/semento",Iba pa,Oo,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Mahigit 10 taon,"Oo, tukuyin",1,Ang artisinal o tradisyunal na pangingisda,Maliit na motorisadong bangka na may mababang makina,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,22,Female,Single,High School,4-6 members,10K,10K,10K,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Komersyal,Uling,Hindi,Iba pa,Binayaran sa halaga,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Meron,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Iba pa,Iba pa,Komersyal,Uling,Hindi,Iba pa,Binayaran sa buong halaga,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,1 hanggang 5 years,Hindi,0,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NON BENEFICIARY,64,Male,Married,High School,4-6 members,10K,10K,10K,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Iba pa,Iba pa,Uling,Hindi,Pag-aari,0,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Oo,Hindi,Oo,Hindi,Hindi,Hindi,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Wala,Meron,Wala,Wala,Wala,Balon,Iba pa,Iba pa,Uling,Hindi,Pag-aari,0,"Isang palapag (bungalow), gawa sa bato/semento",Iba pa,Oo,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Mahigit 10 taon,"Oo, tukuyin",1,Ang artisinal o tradisyunal na pangingisda,Saktong sukat na motorisadong bangka,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
